date_key,date,division_key,division,series_type,cases_actual,cases_forecast,cases_forecast_lower,cases_forecast_upper,forecast_model,forecast_generated_on
20260510,2026-05-10,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,3.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260511,2026-05-11,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,3.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260512,2026-05-12,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,544.981041411847,24.450141932762108,1065.5119408909318,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260513,2026-05-13,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,539.9620828236939,0.0,1092.068476081885,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260514,2026-05-14,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,534.9431242355407,0.0,1116.9143620477123,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260515,2026-05-15,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,529.9241656473877,0.0,1140.300749245329,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260516,2026-05-16,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,524.9052070592346,0.0,1162.4227565970946,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260517,2026-05-17,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,519.8862484710816,0.0,1183.435551939046,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260518,2026-05-18,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,514.8672898829285,0.0,1203.4649447561385,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260519,2026-05-19,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,509.8483312947754,0.0,1222.6146201026477,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260520,2026-05-20,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,504.8293727066224,0.0,1240.9712303842102,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260521,2026-05-21,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,499.8104141184692,0.0,1258.6080727792437,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260522,2026-05-22,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,494.79145553031617,0.0,1275.5878047489432,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260523,2026-05-23,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,489.7724969421631,0.0,1291.96448837389,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260524,2026-05-24,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,484.75353835401,0.0,1307.7851557790411,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260525,2026-05-25,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,479.73457976585695,0.0,1323.0910260240958,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260526,2026-05-26,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,474.71562117770384,0.0,1337.9184638568677,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260527,2026-05-27,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,469.6966625895508,0.0,1352.2997442595913,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260528,2026-05-28,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,464.6777040013977,0.0,1366.2636688087005,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260529,2026-05-29,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,459.6587454132447,0.0,1379.8360675102297,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260530,2026-05-30,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,454.6397868250916,0.0,1393.0402110927075,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260531,2026-05-31,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,449.6208282369385,0.0,1405.8971525437285,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260601,2026-06-01,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,444.6018696487854,0.0,1418.4260121887862,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260602,2026-06-02,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,439.58291106063234,0.0,1430.644217316623,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260603,2026-06-03,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,434.5639524724793,0.0,1442.5677049069104,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260604,2026-06-04,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,429.54499388432623,0.0,1454.2110941755172,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260605,2026-06-05,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,424.5260352961731,0.0,1465.5878342543429,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260606,2026-06-06,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,419.50707670802,0.0,1476.7103312499662,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260607,2026-06-07,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,414.48811811986695,0.0,1487.590058094885,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260608,2026-06-08,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,409.4691595317139,0.0,1498.2376499566572,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260609,2026-06-09,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,404.4502009435608,0.0,1508.662987459943,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260610,2026-06-10,national_uploaded_5_divisions,National_uploaded_5_divisions,Forecast,0.0,399.4312423554077,0.0,1518.875269571747,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
